condition,source_line,iteration,observed_at,raw_rows,mv_rows,query_number,query_name,latency_sec,compilation_sec,execution_sec,legend_label,attribution_legend_label,data_path,warehouse,display_latency_sec,included_in_plot,exclusion_reason
imv_gen2,124,124,2026-08-12T07:48:57Z,67182421438,1117205,1,Single-symbol summary,8.025,7.337,0.558,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.509,True,
imv_gen2,125,125,2026-08-12T07:58:57Z,67727916114,1123373,1,Single-symbol summary,7.93,6.959,0.532,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.632,True,
imv_gen2,126,126,2026-08-12T08:08:57Z,68267471024,1133660,1,Single-symbol summary,11.765,10.967,0.653,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.632,True,
imv_gen2,127,127,2026-08-12T08:18:57Z,68802200323,1143566,1,Single-symbol summary,11.996,11.257,0.582,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.597,True,
imv_gen2,128,128,2026-08-12T08:28:57Z,69346329844,1144411,1,Single-symbol summary,11.632,10.943,0.606,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.597,True,
imv_gen2,129,129,2026-08-12T08:38:57Z,69897183390,1154790,1,Single-symbol summary,9.597,8.507,0.476,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.597,True,
imv_gen2,130,130,2026-08-12T08:48:57Z,70428726736,1164890,1,Single-symbol summary,3.513,2.991,0.441,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.561,True,
imv_gen2,131,131,2026-08-12T08:58:57Z,70979357463,1171493,1,Single-symbol summary,2.062,1.484,0.447,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.561,True,
imv_gen2,132,132,2026-08-12T09:08:57Z,71519985704,1179597,1,Single-symbol summary,2.16,1.174,0.466,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.561,True,
imv_gen2,133,133,2026-08-12T09:18:57Z,72058735690,1189932,1,Single-symbol summary,3.561,2.988,0.474,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.561,True,
imv_gen2,134,134,2026-08-12T09:28:57Z,72596851158,1199118,1,Single-symbol summary,6.916,6.222,0.529,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.456,True,
imv_gen2,135,135,2026-08-12T09:38:57Z,73126410994,1200776,1,Single-symbol summary,5.26,4.326,0.522,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.456,True,
imv_gen2,136,136,2026-08-12T09:48:57Z,73663989869,1211036,1,Single-symbol summary,4.456,3.889,0.436,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.456,True,
imv_gen2,137,137,2026-08-12T09:58:57Z,74210734717,1220845,1,Single-symbol summary,7.019,6.333,0.64,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.456,True,
imv_gen2,138,138,2026-08-12T10:08:57Z,74754170511,1221903,1,Single-symbol summary,3.247,2.573,0.473,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.064,True,
imv_gen2,139,139,2026-08-12T10:18:57Z,75292467460,1235847,1,Single-symbol summary,3.046,2.466,0.471,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.432,True,
imv_gen2,140,140,2026-08-12T10:28:57Z,75839048271,1245621,1,Single-symbol summary,3.432,2.832,0.516,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.432,True,
imv_gen2,141,141,2026-08-12T10:38:57Z,76379287699,1246706,1,Single-symbol summary,4.064,3.411,0.542,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.432,True,
imv_gen2,142,142,2026-08-12T10:48:57Z,76921212731,1256996,1,Single-symbol summary,3.231,2.813,0.309,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.544,True,
imv_gen2,143,143,2026-08-12T10:58:57Z,77474274891,1267443,1,Single-symbol summary,4.426,3.721,0.575,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.064,True,
imv_gen2,144,144,2026-08-12T11:08:57Z,78020239558,1267894,1,Single-symbol summary,25.252,24.504,0.614,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,,False,"above per-condition, per-query Tukey upper fence"
imv_gen2,145,145,2026-08-12T11:18:57Z,78556038400,1278495,1,Single-symbol summary,4.341,3.591,0.666,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.064,True,
imv_gen2,146,146,2026-08-12T11:28:57Z,79106583366,1292189,1,Single-symbol summary,3.544,3.005,0.338,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.341,True,
imv_gen2,147,147,2026-08-12T11:38:57Z,79642025309,1297642,1,Single-symbol summary,6.353,5.705,0.563,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.36,True,
imv_gen2,148,148,2026-08-12T11:48:57Z,80174044570,1303653,1,Single-symbol summary,3.742,3.056,0.497,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.36,True,
imv_gen2,149,149,2026-08-12T11:58:57Z,80719696641,1314418,1,Single-symbol summary,4.36,3.615,0.539,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.547,True,
imv_gen2,150,150,2026-08-12T12:08:57Z,81262895664,1323750,1,Single-symbol summary,5.547,4.682,0.774,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.107,True,
imv_gen2,151,151,2026-08-12T12:18:57Z,81806775602,1325459,1,Single-symbol summary,6.107,5.307,0.565,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.62,True,
imv_gen2,152,152,2026-08-12T12:28:57Z,82353792598,1340017,1,Single-symbol summary,6.361,5.308,0.523,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.62,True,
imv_gen2,153,153,2026-08-12T12:38:57Z,82888706006,1350643,1,Single-symbol summary,8.602,7.836,0.551,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.62,True,
imv_gen2,154,154,2026-08-12T12:48:57Z,83443900439,1351085,1,Single-symbol summary,5.62,4.766,0.661,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.107,True,
imv_gen2,155,155,2026-08-12T12:58:57Z,83986715739,1361974,1,Single-symbol summary,4.383,3.719,0.541,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.189,True,
imv_gen2,156,156,2026-08-12T13:08:57Z,84528180207,1372860,1,Single-symbol summary,5.168,4.075,0.578,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.189,True,
imv_gen2,157,157,2026-08-12T13:18:57Z,85066604156,1381176,1,Single-symbol summary,7.284,6.595,0.59,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.189,True,
imv_gen2,158,158,2026-08-12T13:28:57Z,85620033283,1384233,1,Single-symbol summary,6.189,5.564,0.552,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.373,True,
imv_gen2,159,159,2026-08-12T13:38:57Z,86152994817,1399200,1,Single-symbol summary,9.35,8.626,0.65,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.284,True,
imv_gen2,160,160,2026-08-12T13:48:57Z,86704737177,1410144,1,Single-symbol summary,6.373,5.622,0.624,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.582,True,
imv_gen2,161,161,2026-08-12T13:58:57Z,87242847941,1420053,1,Single-symbol summary,7.849,7.067,0.639,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.582,True,
imv_gen2,162,162,2026-08-12T14:08:57Z,87786454820,1421624,1,Single-symbol summary,10.693,9.67,0.861,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.849,True,
imv_gen2,163,163,2026-08-12T14:18:57Z,88330971978,1432827,1,Single-symbol summary,7.582,6.793,0.603,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.582,True,
imv_gen2,164,164,2026-08-12T14:28:57Z,88873955947,1443612,1,Single-symbol summary,6.004,5.357,0.569,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.582,True,
imv_gen2,165,165,2026-08-12T14:38:57Z,89419840113,1446887,1,Single-symbol summary,10.778,10.098,0.562,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.582,True,
imv_gen2,166,166,2026-08-12T14:48:57Z,89959994694,1459190,1,Single-symbol summary,7.275,6.457,0.688,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.582,True,
imv_gen2,167,167,2026-08-12T14:58:57Z,90505068849,1470414,1,Single-symbol summary,6.355,5.645,0.626,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.703,True,
imv_gen2,168,168,2026-08-12T15:08:57Z,91061606220,1481318,1,Single-symbol summary,8.703,7.699,0.711,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.703,True,
imv_gen2,169,169,2026-08-12T15:18:57Z,91608517197,1487386,1,Single-symbol summary,9.106,8.42,0.528,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.653,True,
imv_gen2,170,170,2026-08-12T15:28:57Z,92153494394,1493121,1,Single-symbol summary,10.114,9.296,0.528,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.703,True,
imv_gen2,171,171,2026-08-12T15:38:57Z,92698030525,1504382,1,Single-symbol summary,7.653,6.731,0.568,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.106,True,
imv_gen2,172,172,2026-08-12T15:48:57Z,93242607069,1515480,1,Single-symbol summary,6.145,5.467,0.518,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.106,True,
imv_gen2,173,173,2026-08-12T15:58:57Z,93787407199,1525585,1,Single-symbol summary,9.584,8.585,0.564,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.222,True,
imv_gen2,174,174,2026-08-12T16:08:57Z,94330065240,1531656,1,Single-symbol summary,9.475,8.622,0.763,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.659,True,
imv_gen2,175,175,2026-08-12T16:18:57Z,94877773840,1543061,1,Single-symbol summary,7.449,6.596,0.618,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.659,True,
imv_gen2,176,176,2026-08-12T16:28:57Z,95419508344,1554306,1,Single-symbol summary,9.222,8.231,0.556,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.659,True,
imv_gen2,177,177,2026-08-12T16:38:57Z,95972724266,1554546,1,Single-symbol summary,8.659,7.704,0.577,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.659,True,
imv_gen2,178,178,2026-08-12T16:48:57Z,96513946374,1566001,1,Single-symbol summary,8.117,7.402,0.642,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.659,True,
imv_gen2,179,179,2026-08-12T16:58:57Z,97064716964,1581815,1,Single-symbol summary,6.592,5.929,0.562,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.797,True,
imv_gen2,180,180,2026-08-12T17:08:57Z,97615350266,1592303,1,Single-symbol summary,9.996,9.28,0.628,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.797,True,
imv_gen2,181,181,2026-08-12T17:18:57Z,98161784620,1598237,1,Single-symbol summary,10.925,10.215,0.607,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.797,True,
imv_gen2,182,182,2026-08-12T17:28:57Z,98700378757,1604996,1,Single-symbol summary,8.797,8.134,0.595,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.3965,True,
imv_gen2,183,183,2026-08-12T17:38:57Z,99259158207,1616677,1,Single-symbol summary,11.984,11.277,0.631,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.996,True,
imv_gen2,184,184,2026-08-12T17:48:57Z,99801890611,1628198,1,Single-symbol summary,8.078,7.35,0.585,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.861,True,
imv_interactive,2,2,2026-08-11T11:28:57Z,532996784,9800,1,Single-symbol summary,1.779,1.728,0.051,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,7.675000000000001,True,
imv_interactive,3,3,2026-08-11T11:38:57Z,1108625165,19603,1,Single-symbol summary,6.652,6.474,0.102,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,8.698,True,
imv_interactive,4,4,2026-08-11T11:48:57Z,1658912507,33130,1,Single-symbol summary,8.698,8.167,0.401,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,8.885,True,
imv_interactive,5,5,2026-08-11T11:58:57Z,2217147353,34501,1,Single-symbol summary,9.072,8.336,0.488,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,9.072,True,
imv_interactive,6,6,2026-08-11T12:08:57Z,2786291244,44541,1,Single-symbol summary,10.013,9.266,0.557,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,10.013,True,
imv_interactive,7,7,2026-08-11T12:18:57Z,3343738155,54595,1,Single-symbol summary,10.651,9.74,0.396,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,10.651,True,
imv_interactive,8,8,2026-08-11T12:28:57Z,3899391577,64476,1,Single-symbol summary,10.881,10.257,0.49,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,10.881,True,
imv_interactive,9,9,2026-08-11T12:38:57Z,4448004794,74152,1,Single-symbol summary,11.605,10.906,0.443,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,11.572,True,
imv_interactive,10,10,2026-08-11T12:48:57Z,5002254267,75251,1,Single-symbol summary,11.572,10.655,0.487,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,11.605,True,
imv_interactive,11,11,2026-08-11T12:58:57Z,5553730140,89889,1,Single-symbol summary,12.258,11.568,0.438,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,12.258,True,
imv_interactive,12,12,2026-08-11T13:08:57Z,6107183801,99951,1,Single-symbol summary,12.97,12.073,0.506,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,12.653,True,
imv_interactive,13,13,2026-08-11T13:18:57Z,6662885451,109945,1,Single-symbol summary,13.804,12.708,0.519,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,12.653,True,
imv_interactive,14,14,2026-08-11T13:28:57Z,7220407062,119560,1,Single-symbol summary,12.653,11.815,0.532,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,12.653,True,
imv_interactive,15,15,2026-08-11T13:38:57Z,7772453021,120361,1,Single-symbol summary,14.05,13.739,0.23,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,12.653,True,
imv_interactive,16,16,2026-08-11T13:48:57Z,8327660844,130332,1,Single-symbol summary,6.553,5.673,0.356,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,10.8,True,
imv_interactive,17,17,2026-08-11T13:58:57Z,8869790384,144506,1,Single-symbol summary,10.545,9.881,0.546,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,10.76,True,
imv_interactive,18,18,2026-08-11T14:08:57Z,9416167217,154291,1,Single-symbol summary,10.151,9.505,0.513,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,10.76,True,
imv_interactive,19,19,2026-08-11T14:18:57Z,9966828956,154877,1,Single-symbol summary,10.8,9.99,0.417,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,10.545,True,
imv_interactive,20,20,2026-08-11T14:28:57Z,10515573711,164959,1,Single-symbol summary,10.76,10.095,0.473,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,10.545,True,
imv_interactive,21,21,2026-08-11T14:38:57Z,11061458462,174876,1,Single-symbol summary,10.962,10.283,0.426,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,10.331,True,
imv_interactive,22,22,2026-08-11T14:48:57Z,11598082800,183964,1,Single-symbol summary,10.298,9.767,0.456,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,10.76,True,
imv_interactive,23,23,2026-08-11T14:58:57Z,12155361632,185326,1,Single-symbol summary,10.331,9.61,0.526,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,10.76,True,
imv_interactive,24,24,2026-08-11T15:08:57Z,12701532891,200473,1,Single-symbol summary,7.681,6.984,0.631,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,10.962,True,
imv_interactive,25,25,2026-08-11T15:18:57Z,13239818975,210421,1,Single-symbol summary,12.144,11.441,0.45,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,12.144,True,
imv_interactive,26,26,2026-08-11T15:28:57Z,13783825272,220093,1,Single-symbol summary,12.569,11.791,0.462,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,12.425,True,
imv_interactive,27,27,2026-08-11T15:38:57Z,14320432691,221045,1,Single-symbol summary,12.425,11.761,0.423,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,12.566,True,
imv_interactive,28,28,2026-08-11T15:48:57Z,14865686419,231080,1,Single-symbol summary,13.351,12.684,0.584,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,12.566,True,
