table_name,table_id,vacuum_type,is_automatic,status,start_time,end_time,duration_seconds,rows_before_vacuum,size_before_vacuum,sortedrows_before_vacuum,sortedrows_after_vacuum
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-12 18:51:14.987016,,0.0,119499,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 18:51:14.987016,2026-08-12 18:51:18.641181,3.654165,110267,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-12 18:52:43.495392,,0.0,128999,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 18:52:43.495392,2026-08-12 18:52:47.045823,3.550431,119830,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-12 18:54:15.150376,,0.0,137440,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 18:54:15.150376,2026-08-12 18:54:18.593930,3.443554,118657,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-12 18:55:44.214085,,0.0,136498,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 18:55:44.214085,2026-08-12 18:55:48.623233,4.409148,128960,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-12 18:57:13.284498,,0.0,138021,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 18:57:13.284498,2026-08-12 18:57:17.100263,3.815765,119875,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-12 18:58:43.323522,,0.0,138289,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 18:58:43.323522,2026-08-12 18:58:48.943286,5.619764,129293,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-12 19:00:13.358604,2026-08-12 19:00:17.591556,4.232952,120212,2990,47,47
